Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,AltitudeFromSea,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,TargetDistance,TargetVelocity,StageDeltaV,VesselDeltaV,Pressure,
25750,650,0,0,388,38.16,6.24,199260.74,5086.46,0,1.52,-128.89,0,157610,178.47,633,0,0,658,658,0,
25754,651,0,0,388,38.16,6.24,198381.13,4927.34,0,1.51,-129.24,0,157610,178.47,634,0,0,658,658,0,
25758,651,0,0,388,38.16,6.24,197509.15,5022.32,0,1.51,-129.59,0,157610,178.47,634,0,0,658,658,0,
25762,652,0,0,388,38.16,6.24,196644.87,5025.72,0,1.51,-129.95,0,157610,178.47,635,0,0,658,658,0,
25766,652,0,0,388,38.16,6.24,195788.36,5412.7,0,1.51,-130.3,0,157610,178.47,635,0,0,658,658,0,
25770,653,0,0,388,38.16,6.24,194939.67,5336.46,0,1.51,-130.66,0,157610,178.47,636,0,0,658,658,0,
25774,653,0,0,388,38.16,6.24,194098.88,5380.81,0,1.51,-131.02,0,157610,178.47,636,0,0,658,658,0,
25778,654,0,0,388,38.16,6.24,193266.05,5420.36,0,1.5,-131.38,0,157610,178.47,637,0,0,658,658,0,
25782,654,0,0,388,38.16,6.24,192441.25,5346.93,0,1.5,-131.74,0,157610,178.47,638,0,0,658,658,0,
25786,655,0,0,388,38.16,6.24,191624.53,5288.96,0,1.5,-132.11,0,157610,178.47,638,0,0,658,658,0,
25790,655,0,0,388,38.16,6.24,190815.97,5246.51,0,1.5,-132.47,0,157610,178.47,639,0,0,658,658,0,
25794,656,0,0,388,38.16,6.24,190015.62,5035.29,0,1.5,-132.84,0,157610,178.47,639,0,0,658,658,0,
25798,656,0,0,388,38.16,6.24,189223.56,5008.01,0,1.49,-133.21,0,157610,178.47,640,0,0,658,658,0,
25802,657,0,0,388,38.16,6.24,188439.85,4870.02,0,1.49,-133.58,0,157610,178.47,640,0,0,658,658,0,
25806,657,0,0,388,38.16,6.24,187664.55,4735.82,0,1.49,-133.95,0,157610,178.47,641,0,0,658,658,0,
25810,658,0,0,388,38.16,6.24,186897.73,4346.77,0,1.49,-134.32,0,157610,178.47,641,0,0,658,658,0,
25814,659,0,0,388,38.16,6.24,186139.45,4314.47,0,1.48,-134.7,0,157610,178.47,642,0,0,658,658,0,
25818,659,0,0,388,38.16,6.24,185389.78,4502.67,0,1.48,-135.07,0,157610,178.47,642,0,0,658,658,0,
25822,659,0,0,388,38.16,6.24,184648.78,4245.31,0,1.48,-135.45,0,157610,178.47,643,0,0,658,658,0,
25826,660,0,0,388,38.16,6.24,183916.5,4043.93,0,1.48,-135.83,0,157610,178.47,643,0,0,658,658,0,
25830,660,0,0,388,38.16,6.24,183193.03,3945.46,0,1.47,-136.21,0,157610,178.47,644,0,0,658,658,0,
25834,661,0,0,388,38.16,6.24,182478.42,3800.45,0,1.47,-136.59,0,157610,178.47,644,0,0,658,658,0,
25838,661,0,0,388,38.16,6.24,181772.73,3778.57,0,1.47,-136.97,0,157610,178.47,645,0,0,658,658,0,
25842,662,0,0,388,38.16,6.24,181076.03,3637.33,0,1.47,-137.35,0,157610,178.47,645,0,0,658,658,0,
25846,662,0,0,388,38.16,6.24,180388.37,3494.69,0,1.46,-137.74,0,157610,178.47,646,0,0,658,658,0,
25850,663,0,0,388,38.16,6.24,179709.83,3922.41,0,1.46,-138.12,0,157610,178.47,646,0,0,658,658,0,
25854,663,0,0,388,38.16,6.24,179040.46,4090.31,0,1.46,-138.51,0,157610,178.47,647,0,0,658,658,0,
25858,664,0,0,388,38.16,6.24,178380.32,4072.57,0,1.45,-138.9,0,157610,178.47,647,0,0,658,658,0,
25862,664,0,0,388,38.16,6.24,177729.48,3947.69,0,1.45,-139.29,0,157610,178.47,648,0,0,658,658,0,
25866,665,0,0,388,38.16,6.24,177088,3699.38,0,1.45,-139.68,0,157610,178.47,648,0,0,658,658,0,
25870,665,0,0,388,38.16,6.24,176455.93,3694.93,0,1.44,-140.07,0,157610,178.47,649,0,0,658,658,0,
25874,665,0,0,388,38.16,6.24,175833.34,3634.7,0,1.44,-140.47,0,157610,178.47,649,0,0,658,658,0,
25878,666,0,0,388,38.16,6.24,175220.28,3452.51,0,1.44,-140.86,0,157610,178.47,649,0,0,658,658,0,
25882,666,0,0,388,38.16,6.24,174616.82,3330.04,0,1.43,-141.26,0,157610,178.47,650,0,0,658,658,0,
25886,667,0,0,388,38.16,6.24,174023.01,3338.28,0,1.43,-141.66,0,157610,178.47,650,0,0,658,658,0,
25890,667,0,0,388,38.16,6.24,173438.91,3297.52,0,1.43,-142.06,0,157610,178.47,651,0,0,658,658,0,
25894,668,0,0,388,38.16,6.24,172864.58,3092.62,0,1.42,-142.46,0,157610,178.47,651,0,0,658,658,0,
25898,668,0,0,388,38.16,6.24,172300.08,2872.14,0,1.42,-142.86,0,157610,178.47,652,0,0,658,658,0,
25902,668,0,0,388,38.16,6.24,171745.45,2811.81,0,1.41,-143.26,0,157610,178.47,652,0,0,658,658,0,
25906,669,0,0,388,38.16,6.24,171200.77,2801.72,0,1.41,-143.67,0,157610,178.47,652,0,0,658,658,0,
25910,669,0,0,388,38.16,6.24,170666.07,2686.1,0,1.41,-144.07,0,157610,178.47,653,0,0,658,658,0,
25914,669,0,0,388,38.16,6.24,170141.42,2635.92,0,1.4,-144.48,0,157610,178.47,653,0,0,658,658,0,
25918,670,0,0,388,38.16,6.24,169626.87,2565.04,0,1.4,-144.89,0,157610,178.47,653,0,0,658,658,0,
25922,670,0,0,388,38.16,6.24,169122.48,2496.29,0,1.39,-145.29,0,157610,178.47,654,0,0,658,658,0,
25926,671,0,0,388,38.16,6.24,168628.28,2626.59,0,1.39,-145.7,0,157610,178.47,654,0,0,658,658,0,
25930,671,0,0,388,38.16,6.24,168144.34,2295.34,0,1.38,-146.11,0,157610,178.47,655,0,0,658,658,0,
25934,671,0,0,388,38.16,6.24,167670.71,2136.95,0,1.38,-146.53,0,157610,178.47,655,0,0,658,658,0,
25938,672,0,0,388,38.16,6.24,167207.44,2280.25,0,1.37,-146.94,0,157610,178.47,655,0,0,658,658,0,
25942,672,0,0,388,38.16,6.24,166754.57,2111.65,0,1.37,-147.35,0,157610,178.47,656,0,0,658,658,0,
25946,672,0,0,388,38.16,6.24,166312.15,2064.56,0,1.36,-147.77,0,157610,178.47,656,0,0,658,658,0,
25950,673,0,0,388,38.16,6.24,165880.24,2114.23,0,1.36,-148.18,0,157610,178.47,656,0,0,658,658,0,
25954,673,0,0,388,38.16,6.24,165458.87,2054.52,0,1.35,-148.6,0,157610,178.47,657,0,0,658,658,0,
25958,673,0,0,388,38.16,6.24,165048.09,1942.56,0,1.35,-149.02,0,157610,178.47,657,0,0,658,658,0,
25962,673,0,0,388,38.16,6.24,164647.95,1837.13,0,1.34,-149.43,0,157610,178.47,657,0,0,658,658,0,
25966,674,0,0,388,38.16,6.24,164258.49,1888.79,0,1.34,-149.85,0,157610,178.47,657,0,0,658,658,0,
25970,674,0,0,388,38.16,6.24,163879.76,1806.48,0,1.33,-150.27,0,157610,178.47,658,0,0,658,658,0,
25974,674,0,0,388,38.16,6.24,163511.79,1761.33,0,1.33,-150.69,0,157610,178.47,658,0,0,658,658,0,
25978,674,0,0,388,38.16,6.24,163154.62,1738.46,0,1.32,-151.12,0,157610,178.47,658,0,0,658,658,0,
25982,675,0,0,388,38.16,6.24,162808.3,1741.13,0,1.32,-151.54,0,157610,178.47,658,0,0,658,658,0,
25986,675,0,0,388,38.16,6.24,162472.87,1896.24,0,1.31,-151.96,0,157610,178.47,659,0,0,658,658,0,
25990,675,0,0,388,38.16,6.24,162148.36,1643.23,0,1.3,-152.39,0,157610,178.47,659,0,0,658,658,0,
25994,675,0,0,388,38.16,6.24,161839.43,1642.3,0,1.3,-152.8,0,157610,178.47,659,0,0,658,658,0,
25998,676,0,0,388,38.16,6.24,161547.11,1995.59,0,1.29,-153.21,0,157610,178.47,659,0,0,658,658,0,
26002,676,0,0,388,38.16,6.24,161270.81,1702.47,0,1.29,-153.62,0,157610,178.47,660,0,0,658,658,0,
26005,676,0,0,388,38.16,6.24,161009.92,1790.1,0,1.28,-154.01,0,157610,178.47,660,0,0,658,658,0,
26009,676,0,0,388,38.16,6.24,160763.84,1379.47,0,1.28,-154.4,0,157610,178.47,660,0,0,658,658,0,
26013,676,0,0,388,38.16,6.24,160532.01,1199.02,0,1.27,-154.78,0,157610,178.47,660,0,0,658,658,0,
26016,677,0,0,388,38.16,6.24,160313.86,1309.06,0,1.27,-155.15,0,157610,178.47,660,0,0,658,658,0,
26020,677,0,0,388,38.16,6.24,160108.81,1385.35,0,1.26,-155.51,0,157610,178.47,661,0,0,658,658,0,
26023,677,0,0,388,38.16,6.24,159916.32,1879.19,0,1.26,-155.86,0,157610,178.47,661,0,0,658,658,0,
26026,677,0,0,388,38.16,6.24,159735.86,1982.92,0,1.25,-156.21,0,157610,178.47,661,0,0,658,658,0,
26029,677,0,0,388,38.16,6.24,159566.9,2159.68,0,1.24,-156.55,0,157610,178.47,661,0,0,658,658,0,
26032,677,0,0,388,38.16,6.24,159408.91,2150.37,0,1.24,-156.88,0,157610,178.47,661,0,0,658,658,0,
26035,677,0,0,388,38.16,6.24,159261.39,2054.84,0,1.23,-157.2,0,157610,178.47,661,0,0,658,658,0,
26038,677,0,0,388,38.16,6.24,159123.85,2143.11,0,1.23,-157.51,0,157610,178.47,661,0,0,658,658,0,
26041,678,0,0,388,38.16,6.24,159034.61,1965.64,0,1.23,-157.72,0,157610,178.47,661,0,0,658,658,0,
26043,678,0,0,388,38.16,6.24,158950.87,1856.4,0,1.22,-157.93,0,157610,178.47,661,0,0,658,658,0,
26045,678,0,0,388,38.16,6.24,158872.36,1857.25,0,1.22,-158.12,0,157610,178.47,661,0,0,658,658,0,
26046,678,0,0,388,38.16,6.24,158798.84,1949.99,0,1.22,-158.31,0,157610,178.47,662,0,0,658,658,0,
26048,678,0,0,388,38.16,6.24,158730.07,2107.92,0,1.21,-158.5,0,157610,178.47,662,0,0,658,658,0,
26050,678,0,0,388,38.16,6.24,158665.82,2320.36,0,1.21,-158.67,0,157610,178.47,662,0,0,658,658,0,
26051,678,0,0,388,38.16,6.24,158605.87,2473.87,0,1.21,-158.84,0,157610,178.47,662,0,0,658,658,0,
26053,678,0,0,388,38.16,6.24,158550.01,2654.24,0,1.21,-159,0,157610,178.47,662,0,0,658,658,0,
26054,678,0,0,388,38.16,6.24,158498.04,2855.09,0,1.2,-159.16,0,157610,178.47,662,0,0,658,658,0,
26056,678,0,0,388,38.16,6.24,158449.75,3109.19,0,1.2,-159.31,0,157610,178.47,662,0,0,658,658,0,
26057,678,0,0,388,38.16,6.24,158404.96,3052.07,0,1.2,-159.45,0,157610,178.47,662,0,0,658,658,0,
26058,678,0,0,388,38.16,6.24,158363.5,2953.04,0,1.2,-159.59,0,157610,178.47,662,0,0,658,658,0,
26060,678,0,0,388,38.16,6.24,158325.18,2881.35,0,1.19,-159.71,0,157610,178.47,662,0,0,658,658,0,
26061,678,0,0,388,38.16,6.24,158289.86,2881.44,0,1.19,-159.84,0,157610,178.47,662,0,0,658,658,0,
26062,678,0,0,388,38.16,6.24,158257.38,2785.6,0,1.19,-159.95,0,157610,178.47,662,0,0,658,658,0,
26063,678,0,0,388,38.16,6.24,158227.58,2812.1,0,1.19,-160.06,0,157610,178.47,662,0,0,658,658,0,
26064,678,0,0,388,38.16,6.24,158200.35,2884.41,0,1.19,-160.16,0,157610,178.47,662,0,0,658,658,0,
26065,678,0,0,388,38.16,6.24,158175.54,2915,0,1.19,-160.25,0,157610,178.47,662,0,0,658,658,0,
26066,678,0,0,388,38.16,6.24,158153.05,3015.95,0,1.18,-160.34,0,157610,178.47,662,0,0,658,658,0,
26067,678,0,0,388,38.16,6.24,158114.57,3126.19,0,1.18,-160.49,0,157610,178.47,662,0,0,658,658,0,
26068,678,0,0,388,38.16,6.24,158098.39,3214.83,0,1.18,-160.56,0,157610,178.47,662,0,0,658,658,0,
26069,678,0,0,388,38.16,6.24,158071.75,3428.85,0,1.18,-160.67,0,157610,178.47,662,0,0,658,658,0,
26070,678,0,0,388,38.16,6.24,158051.05,3624.22,0,1.18,-160.76,0,157610,178.47,662,0,0,658,658,0,
26071,678,0,0,388,38.16,6.24,158021.47,3715.5,0,1.18,-160.89,0,157610,178.47,662,0,0,658,658,0,
26072,678,0,0,388,38.16,6.24,158002.32,3802.55,0,1.17,-160.97,0,157610,178.47,662,0,0,658,658,0,
26073,678,0,0,388,38.16,6.24,157974.46,4101.05,0,1.17,-161.1,0,157610,178.47,662,0,0,658,658,0,
26074,678,0,0,388,38.16,6.24,157956.46,4232.81,0,1.17,-161.19,0,157610,178.47,662,0,0,658,658,0,
26075,678,0,0,388,38.16,6.24,157930.31,4339.98,0,1.17,-161.32,0,157610,178.47,662,0,0,658,658,0,
26076,678,0,0,388,38.16,6.24,157913.45,4402.42,0,1.17,-161.41,0,157610,178.47,662,0,0,658,658,0,
26077,678,0,0,388,38.16,6.24,157889.02,4470.74,0,1.16,-161.54,0,157610,178.47,662,0,0,658,658,0,
26078,678,0,0,388,38.16,6.24,157873.31,4522.95,0,1.16,-161.62,0,157610,178.47,662,0,0,658,658,0,
26079,678,0,0,388,38.16,6.24,157850.97,4640.67,0,1.16,-161.75,0,157610,178.47,662,0,0,658,658,0,
26080,678,0,0,388,38.16,6.24,157837.32,4677.51,0,1.16,-161.83,0,157610,178.47,662,0,0,658,658,0,
26081,678,0,0,388,38.16,6.24,157818.64,4698.38,0,1.16,-161.95,0,157610,178.47,662,0,0,658,658,0,
26082,678,0,0,388,38.16,6.24,157801.94,4709.03,0,1.16,-162.06,0,157610,178.47,662,0,0,658,658,0,
26083,678,0,0,388,38.16,6.24,157787.09,4718.12,0,1.15,-162.16,0,157610,178.47,662,0,0,658,658,0,
26084,678,0,0,388,38.16,6.24,157773,4717.57,0,1.15,-162.26,0,157610,178.47,662,0,0,658,658,0,
26085,678,0,0,388,38.16,6.24,157758.46,4730.33,0,1.15,-162.36,0,157610,178.47,662,0,0,658,658,0,
26086,679,0,0,388,38.16,6.24,157745.05,4735.31,0,1.15,-162.46,0,157610,178.47,662,0,0,658,658,0,
26087,679,0.03,0.23,388,38.16,6.24,157732.67,4749.74,0,1.15,-162.56,0,157610,178.47,662,0,0,658,658,0,
26088,679,0,0.51,388,38.16,6.24,157719.81,4720.96,0,1.14,-162.67,0,157610,178.47,662,0,0,658,658,0,
26089,679,0,0.51,388,38.16,6.24,157707.6,4658.32,0,1.14,-162.78,0,157610,178.47,662,0,0,657,657,0,
26090,679,0,0.51,388,38.16,6.24,157696.16,4655.64,0,1.14,-162.89,0,157610,178.47,662,0,0,657,657,0,
26091,679,0,0.51,388,38.16,6.24,157685.5,4641.39,0,1.14,-163,0,157610,178.47,662,0,0,657,657,0,
26092,679,0,0.51,388,38.16,6.24,157675.62,4609.81,0,1.14,-163.11,0,157610,178.47,662,0,0,657,657,0,
26093,679,0,0.51,388,38.16,6.24,157666.5,4554.09,0,1.14,-163.22,0,157610,178.47,662,0,0,657,657,0,
26094,679,0,0.51,388,38.16,6.24,157658.12,4550.06,0,1.13,-163.32,0,157610,178.47,662,0,0,657,657,0,
26095,679,0,0.51,388,38.16,6.24,157650.43,4540.3,0,1.13,-163.43,0,157610,178.47,662,0,0,657,657,0,
26096,679,0,0.51,388,38.16,6.24,157643.41,4533.41,0,1.13,-163.54,0,157610,178.47,662,0,0,658,658,0,
26097,679,0,0.51,388,38.16,6.24,157637.03,4534.98,0,1.13,-163.65,0,157610,178.47,662,0,0,658,658,0,
26098,679,0,0.51,388,38.16,6.24,157631.24,4555.56,0,1.13,-163.76,0,157610,178.47,662,0,0,658,658,0,
26099,679,0,0.51,388,38.16,6.24,157626.08,4654.68,0,1.12,-163.87,0,157610,178.47,662,0,0,658,658,0,
26100,679,0,0.51,388,38.16,6.24,157621.61,4766.44,0,1.12,-163.98,0,157610,178.47,662,0,0,658,658,0,
26101,679,0,0.51,388,38.16,6.24,157617.87,4817.17,0,1.12,-164.09,0,157610,178.47,662,0,0,658,658,0,
26102,679,0,0.51,388,38.16,6.24,157614.86,4806.11,0,1.12,-164.19,0,157610,178.47,662,0,0,658,658,0,
26103,679,0,0.51,388,38.16,6.24,157612.59,4808.42,0,1.12,-164.3,0,157610,178.47,662,0,0,658,658,0,
26104,657,5.72,56.06,388,38.43,6.2,157611.53,4809.78,0,1.11,-164.41,0,157609,177.99,641,0,0,636,636,0,
26105,595,6.49,63.68,388,39.27,6.07,157613.58,4794.1,0,1.11,-164.51,3902014,157610,177.37,579,0,0,572,572,0,
26106,530,6.64,65.08,388,39.98,5.94,157615.28,4773.44,0,1.11,-164.6,746696,157607,177.4,514,0,0,520,520,0,
26107,512,0.02,0.66,0,0,0.2,157617.47,4770.74,0,1.1,-164.68,542941,157602,177.4,496,0,0,0,509,0,
26108,510,0,0.51,0,0,0.2,157619.88,4763.67,0,1.1,-164.76,520420,157602,177.39,493,0,0,0,0,0,
26109,510,0,0.51,0,0,0.2,157622.46,4753.43,0,1.1,-164.85,520420,157602,177.39,493,0,0,0,0,0,
26110,510,0,0.51,0,0,0.2,157625.21,4779.3,0,1.09,-164.93,520420,157602,177.39,493,0,0,0,0,0,
26111,510,0,0.51,0,0,0.2,157628.14,4801.96,0,1.09,-165.01,520420,157602,177.39,493,0,0,0,0,0,
26112,510,0,0.51,0,0,0.2,157631.23,4806.44,0,1.09,-165.09,520420,157602,177.39,493,0,0,0,0,0,
26113,510,0,0.51,0,0,0.2,157634.5,4812.99,0,1.08,-165.17,520420,157602,177.39,493,0,0,0,0,0,
